"Lot.Frontage","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","Bsmt.Unf.SF","Total.Bsmt.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","Fireplaces","Garage.Yr.Blt","Garage.Cars","Garage.Area","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","SalePrice"
68,4080,6,8,1935,1998,0,901,901,861,517,0,0,0,1,0,3,1,6,0,1920,1,162,54,0,40,0,0,0,0,6,2009,128.9
57,10307,6,5,1910,1950,0,339,972,972,972,0,1,0,2,0,4,2,12,0,1920,2,324,0,28,169,0,0,0,0,6,2009,103.5
52,5720,5,6,1941,1950,0,676,676,676,455,0,0,0,1,1,3,1,5,0,1941,1,200,26,0,0,0,0,0,0,8,2009,66.5
90,15660,5,8,1910,2003,0,240,240,810,496,0,0,0,1,1,3,1,6,0,1959,2,472,0,0,0,0,0,0,0,7,2009,130
57,6406,5,6,1939,1950,0,269,690,868,690,0,0,0,1,1,3,1,7,1,1939,2,400,0,36,0,0,182,0,0,10,2009,150
60,6600,5,4,1892,1965,0,994,994,1378,994,0,0,0,2,0,4,2,11,0,1985,1,432,0,287,0,0,0,0,0,12,2009,107.5
60,7596,5,5,1952,1952,360,960,960,960,1000,0,0,0,2,0,4,2,10,0,1952,2,400,0,0,0,0,0,0,0,7,2009,124.5
60,3378,7,8,1946,1992,0,651,651,707,682,0,0,0,1,1,3,1,6,2,1947,1,240,0,0,126,0,0,0,0,9,2009,135
60,6000,4,4,1953,1953,0,936,936,936,0,0,0,0,1,0,2,1,4,0,1974,2,576,0,32,112,0,0,0,0,2,2009,93
50,6000,5,7,1950,1970,0,384,768,768,560,0,0,0,1,1,3,1,6,0,1950,1,308,0,12,0,0,0,0,0,3,2009,129.5
50,6000,5,4,1954,1954,0,811,811,811,576,0,0,0,2,0,3,2,7,0,1954,1,256,0,0,0,0,0,0,0,11,2009,93
62,7404,4,6,1920,1950,0,861,861,861,0,0,0,0,1,0,2,1,5,0,1920,2,288,0,0,128,0,0,0,0,11,2009,80
50,5925,2,4,1940,1950,0,0,0,612,0,0,0,0,1,0,1,1,4,0,1965,1,308,0,0,25,0,0,0,0,10,2009,45
50,5784,5,8,1938,1996,0,190,190,886,0,0,0,0,1,0,2,1,4,0,1938,1,273,144,20,80,0,0,0,0,12,2009,91.3
60,8520,5,8,1923,1950,0,624,624,792,0,0,0,0,1,0,2,1,5,0,1963,1,287,0,0,81,0,0,0,0,2,2009,99.5
60,9600,4,4,1910,1950,0,677,677,833,677,0,0,0,2,0,3,1,7,0,1974,2,720,0,0,160,0,0,0,0,6,2009,87.5
50,3500,5,7,1947,1950,0,408,720,720,564,0,0,0,1,1,2,1,5,0,1948,1,240,0,35,0,0,0,0,0,4,2009,110
90,8100,5,5,1898,1965,0,849,849,1075,1063,0,0,0,2,0,2,3,11,0,1910,2,360,40,156,0,0,0,0,0,11,2009,106
65,11700,7,7,1880,2003,0,1240,1240,1320,1320,0,0,0,1,1,4,1,8,1,1950,4,864,181,0,386,0,0,0,0,5,2009,265.979
70,8400,6,7,1900,1950,0,917,917,1090,917,0,0,0,2,0,3,1,8,0,1930,1,357,0,235,0,0,0,0,0,6,2009,160
60,3600,6,7,1917,2007,0,624,624,664,624,0,1,0,1,0,3,1,5,1,1917,1,280,0,103,0,0,0,0,0,5,2009,119
121,17671,8,9,1882,1986,0,700,916,916,826,0,0,0,1,1,4,1,8,1,1925,2,424,0,169,0,0,0,0,0,11,2009,168
50,9000,7,9,1920,1988,0,26,650,832,650,0,0,1,1,0,3,1,7,0,1930,2,324,0,0,0,0,0,0,0,7,2009,143
60,7200,5,4,1910,2006,0,310,1022,1022,0,0,1,0,1,0,2,1,4,0,1956,1,280,0,30,226,0,0,0,0,6,2009,85
98,8820,5,6,1890,1996,0,0,1088,1188,561,120,0,0,1,0,2,1,7,0,1963,2,456,48,0,244,0,0,0,0,9,2009,124.9
60,5400,6,6,1920,1950,0,972,972,1044,0,436,0,0,1,0,3,1,6,0,1920,1,207,0,0,176,0,0,0,0,9,2009,119
60,9720,6,7,1910,2002,0,741,741,780,741,0,0,0,1,0,4,1,8,0,1950,3,640,0,0,238,0,0,0,0,9,2009,146.5
144,21384,5,6,1923,2004,0,15,1324,1072,504,0,2,0,1,1,3,1,6,1,1923,2,528,0,312,0,0,0,0,0,5,2009,223.5
55,7264,7,7,1925,2007,0,952,952,952,596,0,0,0,2,1,3,1,5,0,1978,2,672,74,0,0,0,144,0,0,10,2009,205
50,4960,5,7,1930,1982,0,297,297,1001,653,0,0,0,2,0,3,1,7,1,1955,1,336,244,60,0,0,0,0,0,5,2009,137
50,6000,4,6,1936,1950,0,0,672,757,567,0,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,0,0,7,2009,128
50,6000,6,9,1937,2000,0,698,698,786,390,0,0,0,1,0,2,1,4,0,1999,2,624,210,0,0,0,0,0,0,7,2009,134.9
50,6000,5,8,1925,1997,0,884,884,884,464,0,1,0,1,0,3,1,5,1,1960,1,216,0,0,208,0,0,0,0,5,2009,117
50,6000,6,6,1939,1950,0,780,780,825,587,0,0,0,1,0,4,1,6,1,1939,1,280,45,0,0,0,0,0,0,5,2009,132.5
60,6000,5,5,1924,1950,444,248,468,822,320,0,0,0,1,0,3,1,6,0,1924,1,320,0,0,98,0,0,0,0,6,2009,93
50,6000,6,7,1926,2004,0,884,884,904,0,0,0,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,0,0,1,2009,119
60,6911,5,5,1924,1950,0,740,1145,1301,0,0,0,0,1,0,2,1,5,0,1965,2,440,0,0,0,0,0,0,0,10,2009,100
51,6120,5,6,1936,1950,0,927,927,1067,472,0,0,0,1,1,3,1,5,0,1995,2,576,112,0,0,0,0,0,0,4,2009,141.5
51,6120,4,7,1935,1995,0,884,884,989,584,0,0,0,1,0,3,1,6,0,1935,1,240,0,0,54,0,120,0,0,7,2009,133
51,6120,5,7,1931,1993,0,506,715,875,0,0,1,0,1,0,2,1,5,0,1931,1,180,48,0,0,0,0,0,0,11,2009,105
51,6120,5,6,1925,1999,0,960,960,995,0,0,0,0,1,0,2,1,5,0,1926,1,264,0,15,51,0,0,0,0,3,2009,115
51,6120,5,6,1938,1950,0,679,952,994,588,0,0,0,2,0,3,1,6,1,1938,1,250,189,0,34,150,0,0,0,2,2009,150
50,8635,5,5,1925,1950,0,938,1072,1072,0,0,1,0,1,0,2,1,5,0,1982,5,1184,0,0,105,0,0,0,0,8,2009,126.5
60,11414,7,8,1910,1993,0,728,728,1136,883,0,0,0,1,0,3,1,8,0,1997,2,532,509,135,0,0,0,0,0,10,2009,167.5
57,8094,6,6,1915,1950,0,1048,1048,1048,720,0,0,0,2,0,3,1,8,0,1930,2,576,0,0,150,0,0,0,0,6,2009,155
50,2500,7,8,1915,2005,0,611,910,916,910,0,1,0,1,1,4,1,7,1,1915,1,164,0,0,0,0,0,0,0,6,2009,155
68,9928,7,8,1915,1994,0,672,672,1272,672,0,0,0,2,0,3,1,8,0,1915,1,216,24,28,0,0,0,0,400,6,2009,179.9
57,6876,6,5,1927,1950,0,198,720,1146,784,0,1,0,2,0,4,1,8,0,1927,1,316,0,0,213,0,0,0,0,8,2009,149
52,6240,4,5,1925,1950,0,628,780,848,0,360,0,0,1,0,2,1,5,0,1962,2,539,0,23,112,0,0,0,0,1,2009,103
60,5160,6,6,1927,1950,0,1204,1204,1204,462,0,0,0,1,0,3,1,4,0,1927,1,384,0,0,148,0,0,0,0,8,2009,135
60,10320,6,7,1915,1965,0,160,698,754,649,0,1,0,1,1,3,1,7,0,1915,1,308,0,0,288,0,0,0,0,2,2009,116
50,4280,4,9,1946,2001,0,560,560,704,0,0,0,1,1,0,2,1,4,0,1946,1,220,0,0,24,0,0,0,0,9,2009,88.75
54,6629,6,6,1925,1950,0,121,672,697,672,0,1,0,2,0,3,1,6,0,1930,1,300,147,0,0,0,0,0,0,7,2009,103.6
60,9780,5,3,1934,1950,0,585,585,687,425,0,1,0,2,0,4,1,6,0,1934,1,226,0,0,0,0,0,0,0,3,2009,63
70,12886,5,6,1963,1999,0,76,520,1464,0,0,0,1,2,0,3,1,6,1,1997,2,480,302,0,0,0,100,0,0,10,2009,175
80,8816,5,6,1963,1963,0,470,1121,1121,0,0,1,0,1,0,3,1,5,0,1963,2,480,0,80,0,0,0,0,0,6,2009,139
70,11184,6,5,1978,1978,92,192,918,918,765,0,0,0,2,1,3,1,7,1,1978,2,440,243,0,0,0,0,0,0,7,2009,172.5
75,11625,5,6,1967,1967,172,525,1052,1052,0,0,0,0,1,1,3,1,6,1,1984,1,668,0,215,0,0,0,0,0,4,2009,113.5
65,7800,5,7,1967,2004,89,414,864,899,0,0,0,0,1,0,3,1,5,0,1967,1,288,64,0,0,0,0,0,0,6,2009,130
74,8740,5,6,1982,1982,0,168,840,860,0,0,1,0,1,0,2,1,4,0,1996,2,528,0,0,0,0,0,0,0,7,2009,137
88,15400,5,5,1961,1961,0,552,552,904,611,259,0,0,2,0,4,1,8,1,1961,1,384,290,40,0,0,0,0,0,7,2009,165
88,15312,6,5,1960,1960,54,550,1138,1138,0,0,0,1,1,0,3,1,6,1,1960,2,480,0,0,0,0,140,0,0,3,2009,148
65,25095,5,8,1968,2003,0,113,1437,1473,0,0,2,0,1,0,1,1,5,2,1968,1,452,0,48,0,0,60,0,0,6,2009,143
73,9855,6,5,1956,1956,0,1436,1436,1689,0,0,0,0,1,0,3,1,7,1,1956,2,480,0,0,0,0,0,0,0,11,2009,127.5
68,9571,5,5,1956,1956,0,816,1073,1073,0,0,1,0,1,0,2,1,5,0,1956,1,340,0,0,0,0,0,0,0,2,2009,121.5
68,9571,5,3,1958,1958,0,1276,1276,1276,0,0,0,0,1,0,3,1,5,0,1958,1,350,0,0,0,0,0,0,0,6,2009,60
50,9350,6,7,1946,1950,0,405,747,892,747,0,0,0,1,1,3,1,6,1,1946,1,240,0,50,0,0,0,0,0,7,2009,154.4
50,9340,4,6,1941,1950,0,328,672,672,0,0,1,0,1,0,2,1,4,0,1941,1,234,0,113,0,0,0,0,0,8,2009,113
62,7440,5,6,1954,1954,0,916,1089,1089,0,0,1,0,1,0,3,1,5,1,1954,1,252,328,0,0,0,0,0,0,9,2009,125
42,4235,5,5,1984,1984,149,104,1049,1049,0,0,1,0,2,0,2,1,5,0,1984,1,266,0,105,0,0,0,0,0,2,2009,139.5
60,11409,5,4,1949,2008,0,476,768,1148,568,0,0,0,1,1,3,1,8,1,1949,1,281,0,0,0,0,160,0,0,1,2009,131
60,9060,6,5,1939,1950,0,356,560,698,560,0,0,0,1,0,2,1,6,0,1939,1,280,0,0,0,0,0,0,0,10,2009,105
60,9084,4,5,1940,1950,0,755,755,755,755,0,1,0,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,0,0,10,2009,108
74,10778,7,6,1990,1991,0,308,1054,1061,0,0,1,0,1,1,1,1,4,0,1990,2,462,114,36,0,0,0,0,0,7,2009,162
66,19255,6,5,1983,1983,100,0,520,1338,0,0,0,0,1,1,2,1,5,1,1983,2,576,0,0,0,0,0,0,600,9,2009,156.5
79,12327,8,8,1983,2009,0,55,1496,1496,636,0,1,0,1,1,1,1,5,1,1983,2,612,349,40,0,0,0,0,0,9,2009,316.6
90,14684,7,7,1990,1991,234,1496,2158,2196,0,0,0,0,2,0,3,1,7,1,1990,3,701,84,70,0,0,0,0,0,6,2009,271.9
75,9317,7,5,1993,1993,137,227,740,1006,769,0,1,0,2,1,3,1,7,1,1993,2,425,234,72,192,0,0,0,0,7,2009,213
85,10560,7,5,1993,1994,0,605,1079,1079,800,0,1,0,2,1,3,1,8,1,1993,2,473,400,100,144,0,0,0,0,8,2009,239.9
80,9828,8,5,1995,1995,0,544,1128,1142,878,0,0,0,2,1,3,1,8,1,1995,2,466,0,155,0,0,0,0,0,6,2009,239.5
120,26400,5,7,1880,2007,0,0,0,1288,728,0,0,0,1,0,4,1,7,1,1900,2,576,0,0,0,0,0,0,0,6,2009,131
64,7018,5,5,1979,1979,0,0,0,1535,0,0,0,0,2,0,4,2,8,0,1979,2,410,0,0,0,0,0,0,0,6,2009,118.964
64,7018,5,5,1979,1979,275,0,1086,1224,0,0,2,0,0,2,2,2,6,2,1979,2,528,120,0,0,0,0,0,0,6,2009,153.337
64,7018,5,5,1979,1979,0,0,0,1114,1114,0,0,0,2,0,6,2,8,0,1979,2,720,73,0,0,0,0,0,0,6,2009,147.983
64,7018,5,5,1979,1979,0,0,0,1535,0,0,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,118.858
64,7018,5,5,1979,1979,0,0,0,1535,0,0,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,118.858
64,7018,5,5,1979,1979,0,0,0,1120,1120,0,0,0,2,0,6,2,12,0,1979,2,528,154,0,0,0,0,0,0,6,2009,142.953
64,7040,5,5,1979,1979,216,0,1094,1229,0,0,2,0,0,2,2,2,6,2,1979,2,672,120,0,0,0,0,0,0,6,2009,148.325
64,7007,5,5,1979,1979,0,0,0,1513,0,0,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,113.722
84,10933,9,5,2009,2009,242,534,1555,1680,0,0,1,0,1,1,1,1,8,1,2009,3,1138,185,24,0,0,0,0,0,7,2009,323.262
79,10637,8,5,2007,2008,336,417,1705,1718,0,0,1,0,2,0,3,1,7,1,2007,3,826,208,44,0,0,0,0,0,9,2009,297
61,10226,8,5,2008,2008,270,1622,1622,1630,0,0,1,0,2,0,3,1,8,1,2008,3,860,172,42,0,0,0,0,0,1,2009,295.493
65,10816,9,5,2008,2008,364,616,1720,1720,0,0,1,0,2,0,3,1,8,1,2008,3,846,208,104,0,0,0,0,0,11,2009,332
71,9178,8,5,2008,2008,0,1468,1468,1468,0,0,0,0,2,0,3,1,6,1,2008,3,904,192,142,0,0,0,0,0,6,2009,239.9
68,10769,8,5,2007,2007,0,846,866,866,902,0,0,0,2,1,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,4,2009,212
77,11422,8,5,2007,2008,352,479,1838,1838,0,0,1,0,2,0,3,1,7,2,2007,2,524,154,222,0,0,0,0,0,4,2009,272.5
122,11923,9,5,2007,2007,0,1800,1800,1800,0,0,0,0,2,0,2,1,7,0,2007,2,702,288,136,0,0,0,0,0,5,2009,239
68,8814,7,5,2006,2006,180,270,1604,1604,0,0,1,0,2,1,3,1,8,1,2006,2,660,123,110,0,0,0,0,0,3,2009,220
64,6762,7,5,2007,2007,0,380,1282,1290,0,0,1,0,2,0,2,1,6,1,2007,2,662,168,0,0,0,0,0,0,5,2009,200
95,10324,8,5,2008,2008,140,382,1254,1254,0,0,1,0,2,0,2,1,5,0,2008,3,810,168,92,0,0,0,0,0,3,2009,221.8
64,7314,7,5,2007,2007,82,508,1232,1232,0,0,1,0,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,0,0,2,2009,194.5
78,11645,8,5,2005,2006,76,1474,1498,1498,0,0,0,0,2,0,3,1,7,1,2005,3,844,144,98,0,0,0,0,0,3,2009,237
79,11646,6,5,2005,2006,0,704,704,704,718,0,0,0,2,1,3,1,7,1,2005,2,440,36,28,0,0,0,0,0,7,2009,173
82,12464,5,5,1996,1996,0,308,1040,1040,0,0,1,0,1,0,3,1,6,0,2000,2,576,168,0,0,0,0,0,0,11,2009,152
65,9757,5,7,1994,1994,0,235,990,990,0,0,1,0,1,0,3,1,5,0,1995,1,440,66,0,0,0,92,0,0,10,2009,143
65,15426,6,5,1997,1997,0,107,928,928,836,0,1,0,2,1,3,1,7,0,1997,2,470,276,99,0,0,0,0,0,8,2009,231.5
43,10667,7,6,1996,1996,0,70,799,827,834,0,1,0,2,1,3,1,6,1,1996,2,550,158,61,0,0,0,0,0,4,2009,212
65,14753,7,5,1998,1998,0,513,1463,1463,0,0,1,0,2,0,3,1,5,0,1998,2,539,0,81,0,0,0,0,0,12,2009,207
112,10859,5,5,1994,1995,0,1097,1097,1097,0,0,0,0,1,1,3,1,6,0,1995,2,672,392,64,0,0,0,0,0,6,2009,145
60,8072,5,5,1994,1995,0,244,990,990,0,0,1,0,1,0,3,1,5,0,2000,2,480,0,64,0,0,0,0,0,5,2009,138
80,10400,7,5,1998,1998,0,866,866,866,913,0,0,0,2,1,3,1,6,0,1998,2,546,198,36,0,0,0,0,0,3,2009,197.9
78,10335,7,5,1999,1999,183,811,1490,1501,0,0,1,0,2,0,3,1,6,0,1999,2,577,144,29,0,0,0,0,0,6,2009,204
68,9017,7,5,1999,1999,0,871,1431,1431,0,0,1,0,2,0,3,1,6,0,1999,2,666,0,35,0,0,0,0,0,9,2009,192
70,8750,6,5,1998,1998,120,322,928,928,844,0,1,0,2,1,3,1,7,1,1998,2,492,150,96,0,0,0,0,0,4,2009,200
68,8935,7,5,2002,2002,95,831,831,831,829,0,0,0,2,1,3,1,7,0,2002,2,493,144,68,0,0,0,0,0,7,2009,195
67,9808,7,5,2002,2002,110,785,1573,1573,0,0,1,0,2,0,3,1,6,0,2002,2,544,0,72,0,0,0,0,0,3,2009,227
79,12420,7,5,2001,2001,0,278,944,944,896,0,1,0,2,1,3,1,6,0,2001,2,622,0,45,0,0,0,0,0,6,2009,230
67,16285,7,5,2001,2002,0,1413,1413,1430,0,0,0,0,2,0,3,1,6,0,2001,2,605,0,33,0,0,0,0,0,6,2009,187.1
65,10739,7,5,2002,2001,68,172,1431,1444,0,0,1,0,2,0,3,1,6,0,2002,2,577,144,40,0,0,0,0,0,4,2009,203
75,11166,7,5,2001,2001,180,1468,1492,1492,0,0,0,0,2,0,3,1,6,1,2001,2,608,0,114,0,0,168,0,0,7,2009,201
76,6950,5,7,1979,1979,40,132,914,914,0,0,1,0,1,0,2,1,5,0,1979,2,444,0,0,0,0,0,0,0,10,2009,134.9
61,8800,5,7,1977,2008,0,364,1040,1040,0,0,0,0,2,0,3,1,5,0,1977,2,484,0,0,0,0,288,0,0,9,2009,150.5
36,15523,5,6,1972,1972,0,404,864,864,0,0,1,0,1,0,3,1,5,1,1972,1,338,0,0,0,0,0,0,0,8,2009,133.5
60,7200,5,5,1972,1972,0,117,894,894,0,0,0,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,0,0,9,2009,123
60,7200,5,8,1972,2003,0,108,768,768,0,0,0,1,1,0,2,1,5,0,1974,1,396,192,0,0,0,0,0,0,4,2009,133.9
70,8445,5,7,1972,2007,0,112,768,768,0,0,1,0,1,0,2,1,5,0,1988,2,396,58,0,0,0,0,0,0,3,2009,133
90,11664,7,5,2002,2002,0,335,1569,1611,0,0,1,0,2,0,3,1,6,0,2002,3,1231,262,93,0,0,0,0,0,9,2009,250
90,15750,8,5,1999,2000,260,216,1462,1513,0,0,1,0,2,0,2,1,5,1,1999,2,521,135,34,0,0,0,0,0,6,2009,220
73,11883,7,5,1996,1996,196,814,1504,1504,0,0,1,0,2,0,3,1,6,1,1996,2,478,115,66,0,0,0,0,0,6,2009,203
70,8750,7,5,1997,1998,209,306,1417,1417,0,0,1,0,2,0,3,1,7,1,1997,2,511,60,0,0,0,117,0,0,8,2009,210
70,8750,7,5,1996,1996,0,880,880,909,807,0,0,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,0,0,7,2009,191
70,9100,7,5,2001,2001,0,1212,1212,1212,0,0,0,0,2,0,3,1,6,0,2001,2,573,356,0,0,0,0,0,0,6,2009,178
75,9750,7,5,2000,2001,171,1630,1630,1630,0,0,0,0,2,0,3,1,6,1,2000,2,451,74,234,0,0,0,0,0,10,2009,213
85,10200,8,5,2007,2007,180,100,1578,1602,0,0,1,0,2,0,3,1,7,1,2007,3,810,0,48,0,0,195,0,0,1,2009,293.2
65,9313,7,5,2004,2004,0,864,864,864,864,0,0,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,0,0,4,2009,190
63,8487,7,5,2004,2004,210,1480,1500,1500,0,0,0,0,2,0,3,1,6,0,2004,2,570,192,36,0,0,0,0,0,8,2009,190
64,8633,6,5,2005,2005,0,545,738,738,738,0,1,0,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,0,0,2,2009,173.5
85,11069,6,5,2007,2007,0,608,608,608,788,0,0,0,2,1,3,1,6,1,2007,2,440,100,36,0,0,0,0,0,7,2009,170
67,8777,4,5,1949,2003,0,0,0,1126,0,0,0,0,2,0,2,1,5,0,2002,2,520,0,96,0,0,0,0,0,5,2009,108
75,9937,5,7,1964,1999,0,849,1486,1486,0,0,1,0,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,0,0,3,2009,167
67,8877,4,6,1938,1958,0,126,816,816,0,0,1,0,1,0,2,1,3,1,1958,1,288,0,0,0,0,0,0,0,5,2009,100
64,7301,7,5,2003,2003,500,0,0,495,1427,0,0,0,3,0,4,1,7,1,2003,2,672,0,0,177,0,0,0,0,7,2009,198.5
75,7950,6,6,1977,1977,140,155,690,698,728,0,0,0,1,1,3,1,6,0,1977,2,440,252,0,0,0,0,0,0,7,2009,159.5
80,10682,4,6,1960,1971,0,615,1014,1149,0,0,1,0,1,0,3,1,7,0,1968,1,544,0,240,0,0,0,0,0,7,2009,127
72,7200,6,6,1976,1976,255,410,1041,1125,0,0,1,0,1,0,3,1,6,1,1977,1,352,296,0,0,0,0,0,0,10,2009,125
86,13286,9,5,2007,2008,340,464,1698,1698,0,0,1,0,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,0,0,2,2009,320
35,3675,6,5,2005,2006,80,0,547,1072,0,0,1,0,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,0,0,4,2009,145.5
64,6410,4,5,1959,1959,0,301,876,876,0,0,0,0,1,0,3,1,5,0,1959,1,320,0,0,0,0,0,0,0,3,2009,85
70,11767,5,5,1950,1950,0,0,1078,1368,0,0,1,0,1,0,3,1,6,0,1950,1,195,0,41,211,0,0,0,900,6,2009,120
50,8405,4,3,1945,1950,0,0,0,1088,441,0,0,0,2,0,4,1,9,0,1945,1,240,92,0,185,0,0,0,0,4,2009,98
74,10206,3,3,1952,1952,0,0,0,944,0,0,0,0,1,0,2,1,4,0,1956,2,528,0,0,0,0,0,0,0,7,2009,82
70,11767,5,5,1956,1956,259,604,1150,1560,0,0,0,0,1,0,2,1,7,1,1956,1,313,0,0,0,0,0,0,0,5,2009,103.5
67,12354,6,8,1920,2000,0,684,684,684,512,0,0,0,1,0,3,1,7,0,2005,2,528,0,46,0,0,0,0,800,8,2009,110
45,8212,5,6,1941,1950,0,94,720,854,444,0,0,0,1,0,3,1,6,2,1940,1,256,84,0,0,0,0,0,0,9,2009,122
60,10998,5,5,1941,1960,0,156,984,984,620,0,0,0,2,0,3,1,6,0,1977,2,660,0,68,0,0,0,0,0,7,2009,117
70,6300,5,4,1938,1950,88,0,832,832,436,0,0,0,1,1,3,1,7,2,1938,1,250,0,0,55,0,0,0,0,7,2009,160
55,4500,5,5,1932,2000,0,611,793,848,672,0,0,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,0,0,7,2009,159.434
60,8400,2,5,1920,1950,0,0,290,438,0,0,0,0,1,0,1,1,3,0,1930,1,246,0,0,0,0,0,0,0,1,2009,60
60,9900,6,7,1940,1950,0,778,778,944,545,0,0,0,2,0,3,1,7,1,1940,1,240,335,0,0,0,0,0,0,7,2009,139.5
102,15863,7,3,1920,1970,0,301,824,1687,998,397,1,0,2,1,5,1,12,2,1970,2,672,136,63,0,0,0,0,0,8,2009,197
43,5707,6,6,1935,1950,0,583,583,647,595,0,0,0,1,1,3,1,6,1,1926,1,180,329,96,0,0,0,0,0,3,2009,105
65,7804,4,3,1928,1950,0,500,1122,1328,653,0,1,0,2,0,4,1,7,2,1981,2,576,431,44,0,0,0,0,0,12,2009,135
64,8574,6,8,1916,2000,0,816,816,1232,0,0,0,0,1,0,3,1,6,1,1916,2,440,0,0,180,0,0,0,0,10,2009,147.5
51,6171,6,6,1925,1990,0,712,976,1160,448,0,0,0,2,1,3,1,7,1,1925,1,216,147,16,0,0,0,0,0,10,2009,137.45
60,7200,7,9,1936,2007,0,0,560,575,560,0,1,0,1,0,3,1,6,0,1971,2,576,256,0,0,0,0,0,0,4,2009,155
57,7558,6,6,1928,1950,0,896,896,1172,741,0,0,0,1,1,3,1,9,1,1929,2,342,0,0,0,0,0,0,0,3,2009,177
52,6292,7,7,1928,1950,0,861,861,877,600,0,0,1,2,0,3,1,6,1,1928,1,216,0,50,0,0,0,0,0,8,2009,145
53,7155,7,8,1918,1990,0,600,600,628,600,0,0,0,1,0,3,1,6,1,1918,1,215,0,113,0,0,195,0,0,5,2009,137
53,10918,7,9,1926,2004,0,1276,1276,1276,804,0,0,0,1,1,3,1,9,2,1926,1,282,0,0,0,0,145,0,0,6,2009,234
60,13680,5,6,1940,1950,0,112,840,840,727,0,1,0,1,1,2,1,6,2,1961,2,440,0,21,150,0,0,0,0,2,2009,205
130,9600,5,7,1940,1950,0,300,728,976,332,0,1,0,1,1,2,1,7,2,1940,1,256,0,70,0,0,0,0,0,6,2009,160
80,14680,5,4,1960,1960,0,480,1273,1273,0,0,0,0,1,0,2,1,5,0,1960,1,307,483,0,0,0,115,0,0,6,2009,155
80,13360,5,7,1921,2006,0,163,876,964,0,0,1,0,1,0,2,1,5,0,1921,2,432,0,0,44,0,0,0,0,8,2009,163.5
54,7681,5,6,1921,1950,0,731,731,820,523,0,0,0,1,1,3,1,7,1,1921,1,186,192,0,102,0,0,0,0,7,2009,154.9
70,9100,5,6,1954,1954,0,264,1112,1112,0,0,1,0,1,0,2,1,6,1,1954,1,390,0,0,0,0,0,0,0,10,2009,144.8
75,12000,7,7,1941,1950,0,429,704,860,704,0,0,0,1,1,3,1,7,1,1941,1,234,0,0,0,0,0,0,0,7,2009,174.5
90,13339,6,6,1960,1960,132,621,1561,1561,0,0,1,0,2,0,3,1,6,1,1960,2,463,0,148,0,0,120,0,0,5,2009,193
78,15600,5,7,1949,2005,0,248,1067,986,537,0,1,0,2,0,3,1,7,1,1949,1,295,0,0,81,0,0,0,0,10,2009,158
80,14000,6,8,1950,2004,0,1092,1092,1152,0,0,0,1,1,0,3,1,6,1,1950,1,300,0,36,0,0,0,0,0,8,2009,158.5
100,17500,6,5,1954,1954,420,91,1310,1906,0,0,1,0,1,1,3,1,6,2,1954,2,576,0,201,0,0,0,0,0,1,2009,224
24,1733,6,6,1980,1980,0,516,516,516,516,0,0,0,1,0,2,1,5,1,1980,2,452,279,0,0,0,0,0,0,5,2009,115
24,1488,6,6,1980,1992,0,90,561,561,668,0,1,0,1,1,2,1,5,1,1980,2,462,176,0,0,0,0,0,0,10,2009,137
24,1612,6,6,1980,1980,0,561,561,561,668,0,0,0,1,1,2,1,5,1,1980,2,462,154,0,0,0,0,0,0,7,2009,121
24,1300,6,6,1980,1980,0,276,561,561,668,0,0,0,1,1,2,1,5,1,1980,2,462,150,0,0,0,0,0,0,5,2009,124
59,10690,5,7,1920,1997,0,216,672,672,672,0,0,0,1,0,3,1,6,0,1964,1,468,0,128,218,0,0,0,0,7,2009,147
50,8660,5,6,1900,1993,0,760,760,928,928,312,0,0,2,0,5,1,11,0,1998,2,576,467,160,78,0,0,0,0,12,2009,123
60,6402,5,5,1920,1950,0,596,596,596,596,0,0,0,1,0,3,1,6,0,1920,1,189,0,0,137,0,0,0,0,7,2009,78
60,10200,4,6,1925,1950,0,572,572,572,0,0,0,0,1,0,2,1,4,0,1940,1,200,0,0,72,0,0,0,0,5,2009,75
